ads_id,prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,region
100795417,Kita Impian,2023.0,RM 680 per month,Selangor - Dengkil,Condominium,3.0,2.0,2.0,901 sq.ft.,Not Furnished,"Gymnasium, Security, Playground
100592432,Kita Impian,2023.0,RM 689 per month,Selangor - Dengkil,Service Residence,3.0,2.0,2.0,901 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Jogging Track
100590141,Kita Impian,2023.0,RM 690 per month,Selangor - Dengkil,Condominium,3.0,2.0,2.0,901 sq.ft.,Not Furnished,"Playground, Barbeque area, Gymnasium
100825824,Kita Impian,2023.0,RM 698 per month,Selangor - Dengkil,Condominium,3.0,2.0,2.0,901 sq.ft.,Not Furnished,"Gymnasium, Security, Playground
100825458,Kita Impian,2023.0,RM 698 per month,Selangor - Dengkil,Condominium,3.0,2.0,2.0,901 sq.ft.,Not Furnished,"Gymnasium, Security, Playground
100822269,Kita Impian,2023.0,RM 698 per month,Selangor - Dengkil,Condominium,3.0,2.0,2.0,901 sq.ft.,Not Furnished,"Gymnasium, Security, Playground
98685811,Horizon Suites,2022.0,RM 699 per month,Selangor - Dengkil,Service Residence,1.0,1.0,1.0,250 sq.ft.,Fully Furnished,"Parking, Minimart, Swimming Pool
100585405,Pangsapuri Cheras Utama,2010.0,RM 699 per month,Selangor - Cheras,Apartment,3.0,1.0,2.0,900 sq.ft.,Not Furnished,"Parking, Security, Lift
100499665,Kiara Plaza,2017.0,RM 700 per month,Selangor - Semenyih,Service Residence,1.0,1.0,1.0,477 sq.ft.,Partially Furnished,"Multipurpose hall, Parking, Jogging Track
100728159,Monet Lily @ Monet Residences Sunsuria City,2019.0,RM 700 per month,Selangor - Sepang,Condominium,1.0,1.0,1.0,450 sq.ft.,Not Furnished,"Parking, Security, Playground
98921241,Horizon Suites,2022.0,RM 700 per month,Selangor - Dengkil,Service Residence,1.0,1.0,1.0,250 sq.ft.,Fully Furnished,"Security, Playground, Squash Court
100724135,Delisprings: Mixed Development At Dengkil (Phase 2),2024.0,RM 700 per month,Selangor - Salak Tinggi,Condominium,1.0,1.0,1.0,450 sq.ft.,Not Furnished,"Security, Playground, Parking
100721445,Centrus SoHo 1 @ Cyberjaya,2015.0,RM 700 per month,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,450 sq.ft.,Not Furnished,"Swimming Pool, Gymnasium, Barbeque area
100714164,Monet Lily @ Monet Residences Sunsuria City,2019.0,RM 700 per month,Selangor - Sepang,Condominium,1.0,1.0,1.0,450 sq.ft.,Not Furnished,"Parking, Security, Playground
100714162,Centrus SoHo 1 @ Cyberjaya,2015.0,RM 700 per month,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,450 sq.ft.,Not Furnished,"Swimming Pool, Gymnasium, Barbeque area
100707761,Delisprings: Mixed Development At Dengkil (Phase 2),2024.0,RM 700 per month,Selangor - Salak Tinggi,Condominium,1.0,1.0,1.0,450 sq.ft.,Not Furnished,"Security, Playground, Parking
100692375,Centrus SoHo 1 @ Cyberjaya,2015.0,RM 700 per month,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,450 sq.ft.,Not Furnished,"Swimming Pool, Gymnasium, Barbeque area
100640151,Delisprings: Mixed Development At Dengkil (Phase 2),2024.0,RM 700 per month,Selangor - Salak Tinggi,Condominium,1.0,1.0,1.0,450 sq.ft.,Not Furnished,"Security, Playground, Parking
99208703,Kiara Plaza,2017.0,RM 700 per month,Selangor - Semenyih,Others,1.0,1.0,1.0,477 sq.ft.,Not Furnished,"Parking, Jogging Track, Multipurpose hall
100621969,Centrus SoHo 1 @ Cyberjaya,2015.0,RM 700 per month,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,450 sq.ft.,Not Furnished,"Swimming Pool, Gymnasium, Barbeque area
100777288,Seri Jati Apartments @ Setia Alam,2014.0,RM 700 per month,Selangor - Setia Alam,Apartment,1.0,1.0,1.0,816 sq.ft.,Fully Furnished,"Swimming Pool, Playground, Lift
100751130,Monet Lily @ Monet Residences Sunsuria City,2019.0,RM 700 per month,Selangor - Sepang,Condominium,1.0,1.0,1.0,450 sq.ft.,Not Furnished,"Parking, Security, Playground
100751129,Delisprings: Mixed Development At Dengkil (Phase 2),2024.0,RM 700 per month,Selangor - Salak Tinggi,Condominium,1.0,1.0,1.0,450 sq.ft.,Not Furnished,"Security, Playground, Parking
100744525,Monet Lily @ Monet Residences Sunsuria City,2019.0,RM 700 per month,Selangor - Sepang,Condominium,1.0,1.0,1.0,450 sq.ft.,Not Furnished,"Parking, Security, Playground
100658229,Monet Lily @ Monet Residences Sunsuria City,2019.0,RM 700 per month,Selangor - Sepang,Condominium,1.0,1.0,1.0,450 sq.ft.,Not Furnished,"Parking, Security, Playground
100607105,Flat Desa Baiduri,1998.0,RM 700 per month,Selangor - Cheras,Flat,2.0,1.0,1.0,650 sq.ft.,Partially Furnished,"Lift, Security, Parking
100579307,Flat Desa Baiduri,1998.0,RM 700 per month,Selangor - Cheras,Flat,2.0,1.0,1.0,650 sq.ft.,Not Furnished,"Parking, Playground","Air-Cond
100512692,Canopy Hills,2022.0,RM 700 per month,Selangor - Kajang,Condominium,2.0,1.0,1.0,600 sq.ft.,Partially Furnished,"Security, Playground, Swimming Pool
100788856,Garden Park,2001.0,RM 700 per month,Selangor - Kajang,Condominium,3.0,1.0,2.0,857 sq.ft.,Not Furnished,"Gymnasium, Parking, Security
98453719,Residensi Zamrud @ Kajang,2019.0,RM 700 per month,Selangor - Kajang,Condominium,3.0,2.0,2.0,1023 sq.ft.,Partially Furnished,"Lift, Parking, Security
100805957,Harmoni @ Eco Majestic,2019.0,RM 700 per month,Selangor - Semenyih,Apartment,3.0,2.0,2.0,850 sq.ft.,Partially Furnished,"Parking, Lift, Security
100818848,Taman Cheras Intan,2010.0,RM 700 per month,Selangor - Cheras,Apartment,3.0,1.0,2.0,900 sq.ft.,Partially Furnished,"Lift, Security, Parking"
100722003,Pangsapuri Kempas,2000.0,RM 700 per month,Selangor - Cheras,Apartment,3.0,1.0,2.0,780 sq.ft.,Fully Furnished,"Security, Parking, Minimart
100328462,Taman Cheras Intan,2010.0,RM 700 per month,Selangor - Cheras,Apartment,3.0,1.0,2.0,900 sq.ft.,Partially Furnished,"Lift, Security, Parking"
97275191,Residensi Zamrud @ Kajang,2019.0,RM 700 per month,Selangor - Kajang,Condominium,3.0,2.0,2.0,1023 sq.ft.,Partially Furnished,"Security, Swimming Pool, Lift
100771218,Pangsapuri Damai (Subang Bestari),2015.0,RM 700 per month,Selangor - Subang Bestari,Apartment,3.0,1.0,2.0,870 sq.ft.,Not Furnished,"Minimart, Parking, Playground
100738339,Taman Topaz,2013.0,RM 700 per month,Selangor - Dengkil,Apartment,3.0,2.0,2.0,814 sq.ft.,Partially Furnished,"Playground, Parking, Security
92093449,Residensi Zamrud @ Kajang,2019.0,RM 700 per month,Selangor - Kajang,Condominium,3.0,2.0,2.0,1023 sq.ft.,Partially Furnished,"Security, Swimming Pool, Gymnasium
99320194,D'Cassia Apartment,2019.0,RM 700 per month,Selangor - Semenyih,Apartment,3.0,2.0,2.0,850 sq.ft.,Not Furnished,"Gymnasium, Minimart, Lift
98555226,Residensi Zamrud @ Kajang,2019.0,RM 700 per month,Selangor - Kajang,Condominium,3.0,2.0,2.0,1023 sq.ft.,Partially Furnished,"Parking, Security, Lift
99502313,Garden Park,2001.0,RM 700 per month,Selangor - Kajang,Condominium,3.0,1.0,2.0,883 sq.ft.,Not Furnished,"Security, Parking, Playground
100517764,Kiara Plaza,2017.0,RM 740 per month,Selangor - Semenyih,Studio,1.0,1.0,1.0,477 sq.ft.,Not Furnished,"Gymnasium, Barbeque area, Multipurpose hall
100726438,Horizon Suites,2022.0,RM 750 per month,Selangor - Dengkil,Service Residence,1.0,1.0,1.0,239 sq.ft.,Fully Furnished,"Security, Playground, Gymnasium
100764991,The Domain @ NeoCyber,2009.0,RM 750 per month,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,550 sq.ft.,Partially Furnished,"Security, Playground, Gymnasium
97257609,Galleria Equine Park,2016.0,RM 750 per month,Selangor - Seri Kembangan,Service Residence,1.0,2.0,1.0,450 sq.ft.,Partially Furnished,"Swimming Pool, Parking, Barbeque area
100812332,Vista Impiana,2004.0,RM 750 per month,Selangor - Seri Kembangan,Condominium,1.0,1.0,1.0,465 sq.ft.,Fully Furnished,"Security, Parking, Swimming Pool
100718569,Galleria Equine Park,2016.0,RM 750 per month,Selangor - Seri Kembangan,Service Residence,1.0,1.0,1.0,450 sq.ft.,Partially Furnished,"Multipurpose hall, Gymnasium, Parking
100802833,Venice Hill,2000.0,RM 750 per month,Selangor - Cheras,Condominium,2.0,1.0,1.0,765 sq.ft.,Not Furnished,"Security, Swimming Pool, Playground
100553239,Canopy Hills,2022.0,RM 750 per month,Selangor - Kajang,Condominium,2.0,1.0,1.0,590 sq.ft.,Partially Furnished,"Jogging Track, Security, Lift
100443417,D'Cassia Apartment,2019.0,RM 750 per month,Selangor - Semenyih,Apartment,3.0,2.0,2.0,850 sq.ft.,Partially Furnished,"Gymnasium, Sauna, Minimart
100790071,Kristal Villa,2015.0,RM 750 per month,Selangor - Kajang,Condominium,3.0,1.0,2.0,1008 sq.ft.,Not Furnished,"Playground, Parking, Security
100790077,Kristal Villa,2015.0,RM 750 per month,Selangor - Kajang,Condominium,3.0,1.0,2.0,1008 sq.ft.,Not Furnished,"Playground, Parking, Security
100713920,Kristal Villa,2015.0,RM 750 per month,Selangor - Kajang,Condominium,3.0,1.0,2.0,1008 sq.ft.,Not Furnished,"Playground, Parking, Security
100659375,Garden Park,2001.0,RM 750 per month,Selangor - Kajang,Condominium,3.0,1.0,2.0,857 sq.ft.,Partially Furnished,"Parking, Sauna, Security
100599041,D'Cassia Apartment,2019.0,RM 750 per month,Selangor - Semenyih,Apartment,3.0,2.0,2.0,798 sq.ft.,Not Furnished,"Parking, Security, Minimart
100667719,Sri Ria Apartments,2007.0,RM 750 per month,Selangor - Kajang,Apartment,3.0,1.0,2.0,910 sq.ft.,Not Furnished,"Playground, Parking, Security
99937441,Karisma @ Eco Majestic,2014.0,RM 750 per month,Selangor - Semenyih,Apartment,3.0,2.0,2.0,800 sq.ft.,Not Furnished,"Parking, Playground, Gymnasium
100582307,Mutiara Court (Bukit Permai),1989.0,RM 750 per month,Selangor - Cheras,Condominium,3.0,2.0,2.0,1200 sq.ft.,Partially Furnished,"Security, Playground, Parking
100842072,Flora Damansara,2015.0,RM 750 per month,Selangor - Damansara Perdana,Condominium,3.0,1.0,2.0,850 sq.ft.,Partially Furnished,"Lift, Security, Parking
99972898,Flora Damansara,2015.0,RM 750 per month,Selangor - Damansara Perdana,Apartment,3.0,1.0,2.0,750 sq.ft.,Not Furnished,"Parking, Security, Lift
100376014,Garden Park,2001.0,RM 750 per month,Selangor - Kajang,Condominium,3.0,1.0,2.0,857 sq.ft.,Partially Furnished,"Security, Sauna, Gymnasium
100651793,Kristal Heights (Shah Alam),2006.0,RM 750 per month,Selangor - Shah Alam,Condominium,3.0,1.0,2.0,900 sq.ft.,Fully Furnished,"Security, Parking, Lift
100650022,Kristal Villa,2015.0,RM 750 per month,Selangor - Kajang,Condominium,3.0,1.0,2.0,1008 sq.ft.,Not Furnished,"Playground, Parking, Security
99412029,Karisma @ Eco Majestic,2014.0,RM 750 per month,Selangor - Semenyih,Apartment,3.0,2.0,2.0,800 sq.ft.,Not Furnished,"Security, Gymnasium, Sauna
100644225,Harmoni @ Eco Majestic,2019.0,RM 750 per month,Selangor - Semenyih,Apartment,3.0,2.0,2.0,800 sq.ft.,Partially Furnished,"Parking, Security, Lift
100524982,D'Cassia Apartment,2019.0,RM 750 per month,Selangor - Semenyih,Apartment,3.0,2.0,2.0,850 sq.ft.,Not Furnished,"Swimming Pool, Jogging Track, Parking
100791309,Mutiara Court (Bukit Permai),1989.0,RM 750 per month,Selangor - Cheras,Condominium,3.0,2.0,2.0,1200 sq.ft.,Partially Furnished,"Security, Playground, Parking
100327867,Harmoni @ Eco Majestic,2019.0,RM 750 per month,Selangor - Semenyih,Apartment,3.0,2.0,2.0,900 sq.ft.,Not Furnished,"Parking, Security, Lift
100731607,Kristal Villa,2015.0,RM 750 per month,Selangor - Kajang,Condominium,3.0,1.0,2.0,1008 sq.ft.,Not Furnished,"Playground, Parking, Security
100560295,Kristal Villa,2015.0,RM 750 per month,Selangor - Kajang,Condominium,3.0,1.0,2.0,1008 sq.ft.,Not Furnished,"Playground, Parking, Security
98640587,Harmoni @ Eco Majestic,2019.0,RM 760 per month,Selangor - Semenyih,Apartment,3.0,2.0,2.0,900 sq.ft.,Not Furnished,"Parking, Security, Lift
100743898,Karisma @ Eco Majestic,2014.0,RM 770 per month,Selangor - Semenyih,Apartment,3.0,2.0,2.0,800 sq.ft.,Not Furnished,"Security, Gymnasium, Sauna
100626697,Pangsapuri Cheras Utama,2010.0,RM 780 per month,Selangor - Cheras,Apartment,3.0,1.0,2.0,690 sq.ft.,Partially Furnished,"Swimming Pool, Security, Parking"
100500136,Apex Tower @ CyberSquare,2017.0,RM 799 per month,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,500 sq.ft.,Not Furnished,"Parking, Security, Lift
100743752,Palm Hill Residence,2020.0,RM 799 per month,Selangor - Kajang,Condominium,3.0,2.0,2.0,915 sq.ft.,Not Furnished,"Parking, Security, Lift
100377629,Flora Damansara,2015.0,RM 799 per month,Selangor - Damansara Perdana,Condominium,3.0,2.0,2.0,850 sq.ft.,Not Furnished,"Parking, Security, Lift
100781938,Cheras Heights Condominium,2012.0,RM 799 per month,Selangor - Cheras,Condominium,3.0,2.0,2.0,915 sq.ft.,Not Furnished,"Minimart, Swimming Pool, Gymnasium
100548329,Horizon Suites,2022.0,RM 800 per month,Selangor - Dengkil,Service Residence,1.0,1.0,1.0,539 sq.ft.,Partially Furnished,"Swimming Pool, Gymnasium, Lift
100800368,Pangsapuri Cengal,2001.0,RM 800 per month,Selangor - Cheras,Condominium,1.0,1.0,1.0,450 sq.ft.,Not Furnished,"Security, Parking, Lift
100564455,Vista Impiana,2004.0,RM 800 per month,Selangor - Seri Kembangan,Condominium,1.0,1.0,1.0,450 sq.ft.,Fully Furnished,"Minimart, Playground, Parking
100542510,CyberSquare SOHO,2017.0,RM 800 per month,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,450 sq.ft.,Partially Furnished,"Swimming Pool, Playground, Multipurpose hall
100604881,Kiara Plaza,2017.0,RM 800 per month,Selangor - Semenyih,Condominium,1.0,1.0,1.0,499 sq.ft.,Fully Furnished,"Gymnasium, Jogging Track, Swimming Pool
99468099,Arena Green,2000.0,RM 800 per month,Kuala Lumpur - Bukit Jalil,Condominium,1,1.0,1.0,600 sq.ft.,Partially Furnished,"Playground, Minimart, Parking
100656543,Horizon Suites,2022.0,RM 800 per month,Selangor - Dengkil,Service Residence,1.0,1.0,1.0,239 sq.ft.,Fully Furnished,"Gymnasium, Lift, Parking
100691939,Horizon Suites,2022.0,RM 800 per month,Selangor - Dengkil,Service Residence,1.0,1.0,1.0,239 sq.ft.,Fully Furnished,"Swimming Pool, Sauna, Minimart
100511504,Horizon Suites,2022.0,RM 800 per month,Selangor - Dengkil,Service Residence,1.0,1.0,1.0,239 sq.ft.,Partially Furnished,"Swimming Pool, Minimart, Lift
99990651,Wangsa Heights,2001.0,RM 800 per month,Kuala Lumpur - Ampang,Condominium,1,1.0,1.0,660 sq.ft.,Fully Furnished,"Swimming Pool, Squash Court, Security
100628588,Kiara Plaza,2017.0,RM 800 per month,Selangor - Semenyih,Service Residence,1.0,1.0,1.0,477 sq.ft.,Partially Furnished,"Parking, Barbeque area, Playground
100531028,Venice Hill,2000.0,RM 800 per month,Selangor - Cheras,Condominium,2.0,1.0,2.0,1140 sq.ft.,Not Furnished,"Parking, Minimart, Security
100756698,Canopy Hills,2022.0,RM 800 per month,Selangor - Kajang,Condominium,2.0,1.0,1.0,590 sq.ft.,Partially Furnished,"Lift, Swimming Pool, Multipurpose hall
100831565,The Domain @ NeoCyber,2009.0,RM 800 per month,Selangor - Cyberjaya,Service Residence,2.0,1.0,1.0,550 sq.ft.,Fully Furnished,"Playground, Minimart, Security
100560161,Canopy Hills,2022.0,RM 800 per month,Selangor - Kajang,Condominium,2.0,1.0,1.0,587 sq.ft.,Not Furnished,"Swimming Pool, Multipurpose hall, Security
100853319,The Domain @ NeoCyber,2009.0,RM 800 per month,Selangor - Cyberjaya,Service Residence,2.0,1.0,1.0,500 sq.ft.,Fully Furnished,"Playground, Minimart, Security
99450054,Arena Green,2000.0,RM 800 per month,Kuala Lumpur - Bukit Jalil,Condominium,2,1.0,1.0,733 sq.ft.,Not Furnished,"Security, Playground, Parking
100255994,Desa Dua Aman Puri,1990.0,RM 800 per month,Kuala Lumpur - Kepong,Apartment,3,1.0,2.0,837 sq.ft.,Not Furnished,"Swimming Pool, Parking, Security
